1.1,2.6,3.6,2.6,9.5,1.9,7.6,2.5,1.2,4.5,1.2,7.8,1.1,0.9|A
1.8,3.6,1.6,7.6,5.2,2.6,2.1,9.1,9.2,2.5,5.6,1.2,0.8,8.9|A
1.1,2.6,3.6,2.6,9.5,1.9,2.6,12.5,21.2,54.5,11.2,7.6,1.1,7.9|A
1.1,2.6,3.6,2.6,9.5,1.9,7.6,2.5,1.2,4.5,1.2,7.8,1.1,0.9|A
1.1,2.6,3.6,2.6,9.5,1.9,7.6,2.5,1.2,4.5,1.2,7.8,1.1,0.9|A
1.1,2.6,3.6,2.6,9.5,1.9,7.6,2.5,1.2,4.5,1.2,7.8,1.1,0.9|A
1.1,2.6,3.6,2.6,9.5,1.9,7.6,2.5,1.2,4.5,1.2,7.8,1.1,0.9|A
1.1,2.6,3.6,2.6,9.5,1.9,7.6,2.5,1.2,4.5,1.2,7.8,1.1,0.9|A
1.1,2.6,3.6,2.6,9.5,1.9,7.6,2.5,2.2,4.5,1.2,7.8,1.1,0.9|B
1.1,2.6,3.6,2.6,9.5,1.9,7.6,9.5,6.2,4.5,1.2,7.8,1.1,0.9|B
1.1,2.6,3.6,2.6,9.5,1.9,7.6,2.5,8.2,4.5,1.2,7.8,1.1,0.9|B
1.1,2.6,3.6,2.6,9.5,1.9,7.6,6.5,2.2,4.5,1.2,7.8,1.1,0.9|B
1.1,2.6,3.6,2.6,9.5,1.9,7.6,8.5,2.2,4.5,1.2,7.8,1.1,0.9|B
1.1,2.6,3.6,2.6,9.5,1.9,7.6,1.5,8.2,4.5,1.2,7.8,1.1,0.9|B
